wsl_unix_time_s,connected,rx_count,crc_errors,last_rtt_ms,estimated_one_way_ms,wall_clock_delta_ms,last_state_age_s,state_seq_first,state_seq_last,state_unique_received,state_missing,state_out_of_order,state_delivery_ratio
1784380572.303,True,8934,0,7.218474999717728,3.609237499858864,106.47940635681152,0.028272151947021484,0,8933,8934,0,0,1.0
1784380573.303,True,8943,0,7.654691000425373,3.8273455002126866,126.82628631591797,0.03434395790100098,0,8942,8943,0,0,1.0
1784380574.304,True,8952,0,5.881353999939165,2.9406769999695825,146.2244987487793,0.0666360855102539,0,8951,8952,0,0,1.0
1784380575.304,True,8961,0,8.430673000475508,4.215336500237754,167.1006679534912,0.09263753890991211,0,8960,8961,0,0,1.0
1784380576.305,True,8970,0,114.79525800041301,57.39762900020651,184.96203422546387,0.11078357696533203,0,8969,8970,0,0,1.0
1784380577.306,True,8980,0,7.281502999830991,3.6407514999154955,209.02657508850098,0.02149057388305664,0,8979,8980,0,0,1.0
1784380578.304,True,8989,0,115.32801300018036,57.66400650009018,227.9641628265381,0.03956317901611328,0,8988,8989,0,0,1.0
1784380579.304,True,8998,0,6.214052999894193,3.1070264999470965,247.24888801574707,0.05784726142883301,0,8997,8998,0,0,1.0
1784380580.303,True,9007,0,114.04419500013319,57.02209750006659,266.10779762268066,0.08635568618774414,0,9006,9007,0,0,1.0
1784380581.304,True,9017,0,6.761198999811313,3.3805994999056566,288.7122631072998,0.017027854919433594,0,9016,9017,0,0,1.0
1784380582.303,True,9026,0,7.819464000021981,3.9097320000109903,308.67671966552734,0.02470993995666504,0,9025,9026,0,0,1.0
1784380583.303,True,9035,0,7.771503000185476,3.885751500092738,328.6702632904053,0.05036306381225586,0,9034,9035,0,0,1.0
1784380584.303,True,9044,0,7.027889999335457,3.5139449996677286,348.90031814575195,0.07345366477966309,0,9043,9044,0,0,1.0
1784380585.304,True,9053,0,6.8570339999496355,3.4285169999748177,369.3664073944092,0.09685206413269043,0,9052,9053,0,0,1.0
1784380586.303,True,9063,0,7.089304000146512,3.544652000073256,392.5600051879883,0.022811412811279297,0,9062,9063,0,0,1.0
1784380587.303,True,9072,0,8.95891100026347,4.479455500131735,415.93194007873535,0.03462839126586914,0,9071,9072,0,0,1.0
1784380588.304,True,9081,0,7.264247999955842,3.632123999977921,435.1656436920166,0.061155080795288086,0,9080,9081,0,0,1.0
1784380589.303,True,9090,0,7.46136599991587,3.730682999957935,455.5935859680176,0.08163332939147949,0,9089,9090,0,0,1.0
1784380590.304,True,9099,0,6.836698999904911,3.4183494999524555,476.6223430633545,0.09803414344787598,0,9098,9099,0,0,1.0
