relative_path,wsl_source_sha256,windows_copy_sha256,match
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/controller.log",5c77fa936d9129c595b77d4581183207b171d4270d1228af4ae5daeca467df0b,5c77fa936d9129c595b77d4581183207b171d4270d1228af4ae5daeca467df0b,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/execution.log",948873cfb420cf37764d7ef6499b3e96eb7d6152e9e688c4daa90ddb1ece69ca,948873cfb420cf37764d7ef6499b3e96eb7d6152e9e688c4daa90ddb1ece69ca,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/frozen_params_canonical_copy.json",5058e93409e50d922672fb3351f7c467a71f89821f698ce106da4449fadabb80,5058e93409e50d922672fb3351f7c467a71f89821f698ce106da4449fadabb80,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/goal_navigator_epuck1.log",5f9dd9173b6e79175007230ba7fa5bc6d8643d93333ecf329e0dfa40e08cfa6d,5f9dd9173b6e79175007230ba7fa5bc6d8643d93333ecf329e0dfa40e08cfa6d,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/goal_navigator_epuck2.log",a6380e0675d32ea1494a1e9e8e0e9cf05d49a9620a3585338229f18ebd98c7fa,a6380e0675d32ea1494a1e9e8e0e9cf05d49a9620a3585338229f18ebd98c7fa,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/goal_navigator_epuck3.log",b31b4a5916a41c77e96d5d2628fd43362a3f9409a28effed568f075c391fbd3b,b31b4a5916a41c77e96d5d2628fd43362a3f9409a28effed568f075c391fbd3b,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/monitor_verdict.json",1290221eab210e00d9dd707c42deb8c85a81ead11342fc9699c16727170d9478,1290221eab210e00d9dd707c42deb8c85a81ead11342fc9699c16727170d9478,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/selector_epuck1.log",276f203f1f2059ce918ee4590aa24fc3d0620c6620c9707f85e8ed4a43c69af1,276f203f1f2059ce918ee4590aa24fc3d0620c6620c9707f85e8ed4a43c69af1,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/selector_epuck2.log",9ab2d62f413e4c35dc4f7f6ce0ebc990352fa8342096af5e724aa39375a6e931,9ab2d62f413e4c35dc4f7f6ce0ebc990352fa8342096af5e724aa39375a6e931,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/selector_epuck3.log",13a66060b968ff31df20927542a5a1442f280d2038a7742eaf702a6abcc74b10,13a66060b968ff31df20927542a5a1442f280d2038a7742eaf702a6abcc74b10,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/simulation.log",f67e594fc2d13bf8817b5ec0506a1e48d487a6a0388e1c5da1e2e8a8fe491793,f67e594fc2d13bf8817b5ec0506a1e48d487a6a0388e1c5da1e2e8a8fe491793,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/state_epuck1.log",44cbeb019114a294e8c159d50b9af6d5f043df8d2e2f8e426059768d184fffd9,44cbeb019114a294e8c159d50b9af6d5f043df8d2e2f8e426059768d184fffd9,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/state_epuck2.log",4f6ca6f20a2328e9e00f1020f6a4e18911f54a96cd9e7a78c69c399346a94189,4f6ca6f20a2328e9e00f1020f6a4e18911f54a96cd9e7a78c69c399346a94189,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/state_epuck3.log",6536923946630e3459f512a7ddf41bdcf41503afa399b944cc9a325956e18bb0,6536923946630e3459f512a7ddf41bdcf41503afa399b944cc9a325956e18bb0,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/task_completion_monitor.log",b4575fbeb1a5cfe1ceccb75c96b89b45c45285de628a43718f69b05054f31cb4,b4575fbeb1a5cfe1ceccb75c96b89b45c45285de628a43718f69b05054f31cb4,true
"shared_exit_n3_n3_exit_comm_on_trial01_attempt02_diag_logs/trial_verdict.json",3629af1d6a5f998a2d846a6fd4647f1bb18137af2306f6135a7f4e6c1aef18c3,3629af1d6a5f998a2d846a6fd4647f1bb18137af2306f6135a7f4e6c1aef18c3,true
"shared_exit_n3_n3_exit_comm_on_trial02_attempt01/metadata.yaml",2701471a653c6dee0ee4c2430f5486f8c7d6d1b1676550030d927289351c9b35,2701471a653c6dee0ee4c2430f5486f8c7d6d1b1676550030d927289351c9b35,true
"shared_exit_n3_n3_exit_comm_on_trial02_attempt01/shared_exit_n3_n3_exit_comm_on_trial02_attempt01_0.db3",92ee68a34502f59277ce55b68215252295a39fdcf2aa1ffab9b94c1d36e68b96,92ee68a34502f59277ce55b68215252295a39fdcf2aa1ffab9b94c1d36e68b96,true
"shared_exit_n3_n3_exit_comm_on_trial02_attempt01_diag_logs/bag_record.log",9405deb2103447ce902ad1a3fc6827f68a298a907a297602cfc470deafdcf9b7,9405deb2103447ce902ad1a3fc6827f68a298a907a297602cfc470deafdcf9b7,true
"shared_exit_n3_n3_exit_comm_on_trial02_attempt01_diag_logs/controller.log",0c725221fd20ff4535c25ea66c3dc9aedd6ee38d91f344407b27a711da957b7b,0c725221fd20ff4535c25ea66c3dc9aedd6ee38d91f344407b27a711da957b7b,true
"shared_exit_n3_n3_exit_comm_on_trial02_attempt01_diag_logs/execution.log",807fec701ce3f1211b47f3f2c64669a1dca0fbd9a62c2d1a98d0388f92e3f11a,807fec701ce3f1211b47f3f2c64669a1dca0fbd9a62c2d1a98d0388f92e3f11a,true
